sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2
RO2120R	RO2120R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO2120R_R1.fastq.gz	RO2120R_R2.fastq.gz
RO2122D	RO2122D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO2122D_R1.fastq.gz	RO2122D_R2.fastq.gz
RO2122R	RO2122R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO2122R_R1.fastq.gz	RO2122R_R2.fastq.gz
RO2124D	RO2124D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO2124D_R1.fastq.gz	RO2124D_R2.fastq.gz
RO2124R	RO2124R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO2124R_R1.fastq.gz	RO2124R_R2.fastq.gz
RO2124.Hypo.D	RO2124.Hypo.D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO2124.Hypo.D_R1.fastq.gz	RO2124.Hypo.D_R2.fastq.gz
RO2124.Hypo.R	RO2124.Hypo.R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO2124.Hypo.R_R1.fastq.gz	RO2124.Hypo.R_R2.fastq.gz
RO2126D	RO2126D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO2126D_R1.fastq.gz	RO2126D_R2.fastq.gz
RO2126R	RO2126R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO2126R_R1.fastq.gz	RO2126R_R2.fastq.gz
RO2126.9m.D	RO2126.9m.D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO2126.9m.D_R1.fastq.gz	RO2126.9m.D_R2.fastq.gz
RO2126.9m.R	RO2126.9m.R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO2126.9m.R_R1.fastq.gz	RO2126.9m.R_R2.fastq.gz
RO2126.Hypo.D	RO2126.Hypo.D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO2126.Hypo.D_R1.fastq.gz	RO2126.Hypo.D_R2.fastq.gz
RO2126.Hypo.R	RO2126.Hypo.R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO2126.Hypo.R_R1.fastq.gz	RO2126.Hypo.R_R2.fastq.gz
RO2132D	RO2132D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO2132D_R1.fastq.gz	RO2132D_R2.fastq.gz
RO2132R	RO2132R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO2132R_R1.fastq.gz	RO2132R_R2.fastq.gz
RO312D	RO312D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO312D_R1.fastq.gz	RO312D_R2.fastq.gz
RO312R	RO312R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO312R_R1.fastq.gz	RO312R_R2.fastq.gz
RO316D	RO316D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO316D_R1.fastq.gz	RO316D_R2.fastq.gz
RO316R	RO316R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO316R_R1.fastq.gz	RO316R_R2.fastq.gz
RO317D	RO317D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO317D_R1.fastq.gz	RO317D_R2.fastq.gz
RO317R	RO317R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO317R_R1.fastq.gz	RO317R_R2.fastq.gz
RO318D	RO318D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO318D_R1.fastq.gz	RO318D_R2.fastq.gz
RO318R	RO318R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO318R_R1.fastq.gz	RO318R_R2.fastq.gz
RO318.Hypo.D	RO318.Hypo.D	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO318.Hypo.D_R1.fastq.gz	RO318.Hypo.D_R2.fastq.gz
RO318.Hypo.R	RO318.Hypo.R	16S rRNA (V4) amplicon sequencing of Reservoir bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	RO318.Hypo.R_R1.fastq.gz	RO318.Hypo.R_R2.fastq.gz
TR57D	TR57D	16S rRNA (V4) amplicon sequencing of Tributary bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	TR57D_R1.fastq.gz	TR57D_R2.fastq.gz
TR57R	TR57R	16S rRNA (V4) amplicon sequencing of Tributary bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	TR57R_R1.fastq.gz	TR57R_R2.fastq.gz
S33R	S33R	16S rRNA (V4) amplicon sequencing of Soil bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	S33R_R1.fastq.gz	S33R_R2.fastq.gz
S33D	S33D	16S rRNA (V4) amplicon sequencing of Soil bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	S33D_R1.fastq.gz	S33D_R2.fastq.gz
S34R	S34R	16S rRNA (V4) amplicon sequencing of Soil bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	S34R_R1.fastq.gz	S34R_R2.fastq.gz
S34D	S34D	16S rRNA (V4) amplicon sequencing of Soil bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	S34D_R1.fastq.gz	S34D_R2.fastq.gz
S35R	S35R	16S rRNA (V4) amplicon sequencing of Soil bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	S35R_R1.fastq.gz	S35R_R2.fastq.gz
S35D	S35D	16S rRNA (V4) amplicon sequencing of Soil bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	S35D_R1.fastq.gz	S35D_R2.fastq.gz
S36R	S36R	16S rRNA (V4) amplicon sequencing of Soil bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	S36R_R1.fastq.gz	S36R_R2.fastq.gz
S36D	S36D	16S rRNA (V4) amplicon sequencing of Soil bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	S36D_R1.fastq.gz	S36D_R2.fastq.gz
S37R	S37R	16S rRNA (V4) amplicon sequencing of Soil bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	S37R_R1.fastq.gz	S37R_R2.fastq.gz
S37D	S37D	16S rRNA (V4) amplicon sequencing of Soil bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	S37D_R1.fastq.gz	S37D_R2.fastq.gz
S39R	S39R	16S rRNA (V4) amplicon sequencing of Soil bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	S39R_R1.fastq.gz	S39R_R2.fastq.gz
S39D	S39D	16S rRNA (V4) amplicon sequencing of Soil bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	S39D_R1.fastq.gz	S39D_R2.fastq.gz
S40R	S40R	16S rRNA (V4) amplicon sequencing of Soil bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	S40R_R1.fastq.gz	S40R_R2.fastq.gz
S40D	S40D	16S rRNA (V4) amplicon sequencing of Soil bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	S40D_R1.fastq.gz	S40D_R2.fastq.gz
S42R	S42R	16S rRNA (V4) amplicon sequencing of Soil bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	S42R_R1.fastq.gz	S42R_R2.fastq.gz
S42D	S42D	16S rRNA (V4) amplicon sequencing of Soil bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	S42D_R1.fastq.gz	S42D_R2.fastq.gz
SEDL313-s2-D	SEDL313-s2-D	16S rRNA (V4) amplicon sequencing of Sediment bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	SEDL313-s2-D_R1.fastq.gz	SEDL313-s2-D_R2.fastq.gz
SEDL314-s2-D	SEDL314-s2-D	16S rRNA (V4) amplicon sequencing of Sediment bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	SEDL314-s2-D_R1.fastq.gz	SEDL314-s2-D_R2.fastq.gz
SED315-s2-D	SED315-s2-D	16S rRNA (V4) amplicon sequencing of Sediment bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	SED315-s2-D_R1.fastq.gz	SED315-s2-D_R2.fastq.gz
SED316-s2-D	SED316-s2-D	16S rRNA (V4) amplicon sequencing of Sediment bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	SED316-s2-D_R1.fastq.gz	SED316-s2-D_R2.fastq.gz
SED317-s2-D	SED317-s2-D	16S rRNA (V4) amplicon sequencing of Sediment bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	SED317-s2-D_R1.fastq.gz	SED317-s2-D_R2.fastq.gz
SED318-s2-D	SED318-s2-D	16S rRNA (V4) amplicon sequencing of Sediment bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	SED318-s2-D_R1.fastq.gz	SED318-s2-D_R2.fastq.gz
SED319-s2-D	SED319-s2-D	16S rRNA (V4) amplicon sequencing of Sediment bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	SED319-s2-D_R1.fastq.gz	SED319-s2-D_R2.fastq.gz
SEDLR10-s2-D	SEDLR10-s2-D	16S rRNA (V4) amplicon sequencing of Sediment bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	SEDLR10-s2-D_R1.fastq.gz	SEDLR10-s2-D_R2.fastq.gz
SEDLR12-s2-D	SEDLR12-s2-D	16S rRNA (V4) amplicon sequencing of Sediment bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	SEDLR12-s2-D_R1.fastq.gz	SEDLR12-s2-D_R2.fastq.gz
SEDLR14-s2-D	SEDLR14-s2-D	16S rRNA (V4) amplicon sequencing of Sediment bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	SEDLR14-s2-D_R1.fastq.gz	SEDLR14-s2-D_R2.fastq.gz
SEDL323D	SEDL323D	16S rRNA (V4) amplicon sequencing of Sediment bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	SEDL323D_R1.fastq.gz	SEDL323D_R2.fastq.gz
SEDL324D	SEDL324D	16S rRNA (V4) amplicon sequencing of Sediment bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	SEDL324D_R1.fastq.gz	SEDL324D_R2.fastq.gz
SEDL325D	SEDL325D	16S rRNA (V4) amplicon sequencing of Sediment bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	SEDL325D_R1.fastq.gz	SEDL325D_R2.fastq.gz
SEDL326D	SEDL326D	16S rRNA (V4) amplicon sequencing of Sediment bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	SEDL326D_R1.fastq.gz	SEDL326D_R2.fastq.gz
SEDL327D	SEDL327D	16S rRNA (V4) amplicon sequencing of Sediment bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	SEDL327D_R1.fastq.gz	SEDL327D_R2.fastq.gz
SEDLR35D	SEDLR35D	16S rRNA (V4) amplicon sequencing of Sediment bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	SEDLR35D_R1.fastq.gz	SEDLR35D_R2.fastq.gz
SEDLR36D	SEDLR36D	16S rRNA (V4) amplicon sequencing of Sediment bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	SEDLR36D_R1.fastq.gz	SEDLR36D_R2.fastq.gz
SEDLR39D	SEDLR39D	16S rRNA (V4) amplicon sequencing of Sediment bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	SEDLR39D_R1.fastq.gz	SEDLR39D_R2.fastq.gz
L330CM1R	L330CM1R	16S rRNA (V4) amplicon sequencing of Sediment bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	L330CM1R_R1.fastq.gz	L330CM1R_R2.fastq.gz
L330CM2R	L330CM2R	16S rRNA (V4) amplicon sequencing of Sediment bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	L330CM2R_R1.fastq.gz	L330CM2R_R2.fastq.gz
L330CM2D	L330CM2D	16S rRNA (V4) amplicon sequencing of Sediment bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	L330CM2D_R1.fastq.gz	L330CM2D_R2.fastq.gz
L330CM3D	L330CM3D	16S rRNA (V4) amplicon sequencing of Sediment bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	L330CM3D_R1.fastq.gz	L330CM3D_R2.fastq.gz
L331SR	L331SR	16S rRNA (V4) amplicon sequencing of Sediment bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	L331SR_R1.fastq.gz	L331SR_R2.fastq.gz
L331SD	L331SD	16S rRNA (V4) amplicon sequencing of Sediment bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	L331SD_R1.fastq.gz	L331SD_R2.fastq.gz
L332SR	L332SR	16S rRNA (V4) amplicon sequencing of Sediment bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	L332SR_R1.fastq.gz	L332SR_R2.fastq.gz
L332SD	L332SD	16S rRNA (V4) amplicon sequencing of Sediment bacterioplankton community	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Conducted by Genome Quebec	fastq	L332SD_R1.fastq.gz	L332SD_R2.fastq.gz
